artist,title
weird dreams,choreography
les discrets,ariettes oublies...
morrissey,viva hate
georgia anne muldrow,seeds
poor moon,illusion ep
"ben chasny, gala drop",broda
carter tutti void,transverse
the chemical brothers,don't think
amadou & mariam,folila
serengeti,kenny dennis ep
retribution gospel choir,the revolution ep
various artists,"listen, whitey! the sounds of black power 1967-1974"
madonna,mdna
tanlines,mixed emotions
paul weller,sonik kicks
black to comm,earth
mirel wagner,mirel wagner
"action bronson, party supplies",blue chips
s / s / s,beak & claw
voices from the lake,voices from the lake
"cam'ron, vado, mckenzie eddy",blu tops ep
pepe delux,queen of the wave
odd future wolf gang kill them all,the of tape vol. 2
mirrorring,foreign body
oren ambarchi | keiji haino | jim o'rourke,imikuzushi
ava luna,ice level
fanfarlo,rooms filled with light
lee ranaldo,between the times and the tides
lil b,god's father
polia,give you the ghost
gentleman jesse,leaving atlanta
the host,the host
daniel rossen,silent hour/golden mile ep
ben browning,lover motion ep
dolphins into the future,canto arquiplago
new build,yesterday was lived and lost
whirr,pipe dreams
the shins,port of morrow
unsane,wreck
the wedding present,valentina
mi ami,decade
various artists,trevor jackson presents metal dance: industrial/post-punk/ebm classics and rarities 80 to 88
sentridoh,weed forestin'
gunplay,bogota rich: the prequel
drudkh,eternal turn of the wheel
white car,everyday grace
tribes,baby
big k.r.i.t.,4eva n a day
rimar,closer ep
white hills,frying on this rock
dva,pretty ugly
the phenomenal handclap band,form & control
xiu xiu,always
azusa plane,where the sands turn to gold
primitive weapons,the shadow gallery
dunes,noctiluca
phdre,phdre
rocket juice & the moon,rocket juice and the moon
curren$y,muscle car chronicles
fort romeau,kingdoms
spoek mathambo,father creeper
pretty good dance moves,limo
the decemberists,we all raise our voices to the air (live songs 4.11-8.11)
madlib,medicine show #13: black tape
matthewdavid,jewelry
ketamines,spaced out
masaki batoh,brain pulse music
vcmg,ssss
ceremony,zoo
the chap,the chap
lee fields & the expressions,faithful man
various artists,shangaan shake
the magnetic fields,love at the bottom of the sea
white rabbits,milk famous
tyga,careless world: rise of the last king
feedtime,the aberrant years
mike wexler,dispossession
bruce springsteen,wrecking ball
bowerbirds,the clearing
hodgy,untitled ep
alex winston,king con
revenge,scum.collapse.eradication
andrew bird,break it yourself
estelle,all of me
mr. dream,fatherland ep
tim fite,ain't ain't ain't
dinowalrus,best behavior
the men,open your heart
nite jewel,one second of love
bbu,bell hooks
belbury poly,the belbury tales
various artists,the minimal wave tapes vol. 2
julia holter,ekstasis
scuba,personality
christian mistress,possession
sophia knapp,into the waves
terry malts,killing time
pallbearer,sorrow and extinction
school of seven bells,ghostory
the ting tings,sounds from nowheresville
disappears,pre language
bodyguard,silica gel
sinad o'connor,how about i be me (and you be you)?
archers of loaf,vee vee (remastered)
gang colours,the keychain collection
pond,"beard, wives, denim"
lapalux,when you're gone ep
dirty three,toward the low sun
memoryhouse,the slideshow effect
david sylvian,a victim of stars: 1982-2012
trust,trst
plants and animals,the end of that
perfume genius,put your back n 2 it
karen dalton,1966
corrosion of conformity,corrosion of conformity
xray eyeballs,splendor squalor
aaron dilloway,modern jester
mouse on mars,parastrophics
hood,recollected
oren ambarchi,audience of one
"ulrich schnauss, mark peters",underrated silence
hunx,hairdresser blues
tindersticks,the something rain
dustin wong,"dreams say, view, create, shadow leads"
eyvind kang,the narrow garden
ben kweller,go fly a kite
various artists,808 mafia
lambchop,mr. m
jim jarmusch,concerning the entrance into eternity
damien jurado,maraqopa
goatwhore,blood for the master
lilacs & champagne,lilacs & champagne
frankie rose,interstellar
keith fullerton whitman,generators
"nick catchdubs, jackie chain",after hours
la big vic,dub the world! actually remixed
mind spiders,meltdown
sleigh bells,reign of terror
ital,hive mind
my best fiend,in ghostlike fading
pilgrim,misery wizard
cursive,i am gemini
grimes,visions
matt elliott,the broken man
howlin rain,the russian wilds
liberteer,better to die on your feet than live on your knees
lucky dragons,existers
shearwater,animal joy
gucci mane,trap back
the lemonheads,the hotel sessions
orcas,orcas
lafur arnalds,living room songs
burial,kindred ep
islands,a sleep & a forgetting
suzanne ciani,lixiviation
alcest,les voyages de l'me
heartless bastards,arrow
earth,"angels of darkness, demons of light ii"
porter ricks,biokinetics
lil b,white flame
various artists,we are the works in progress
sea lions,everything you always wanted to know about sea lions but were afraid to ask
tennis,young and old
loops of your heart,and never ending nights
the maccabees,given to the wild
field music,plumb
carlos giffoni,"""evidence"" 12"""
die antwoord,ten$ion
fucked up,year of the tiger
young magic,melt
terranova,hotel amour
imbogodom,and they turned not when they went
goldfrapp,the singles
lindstrm,six cups of rebel
homeboy sandman,subject: matter
dr. dog,be the void
shigeto,lineage
air,le voyage dans la lune
yo gotti,live from the kitchen
daphne oram,"the oram tapes, vol. 1"
liam the younger,after the graveyard
standard fare,"out of sight, out of town"
john talabot,in
mark lanegan band,blues funeral
wire,"the black session: paris, 10 may 2011"
mux mool,planet high school
imperial teen,feel the sound
of montreal,paralytic stalks
a place to bury strangers,onwards to the wall ep
the doozer,keep it together
pete swanson,man with potential
royal baths,better luck next life
araabmuzik,instrumental university
blondes,blondes
trailer trash tracys,ester
prinzhorn dance school,clay class
pop. 1280,the horror
wilco,itunes session
windy & carl,we will always be
the twilight sad,no one can ever know
various artists,tally ho! flying nun's greatest bits
benjamin damage & doc daneeka,they!live
leonard cohen,old ideas
black bananas,rad times xpress iv
jason urick,i love you
"waka flocka flame, french montana",lock out
o f f love,probably love
sharon van etten,tramp
underworld,anthology: 1992 to 2012
peaking lights,"936 remixes 12"""
wymond miles,earth has doors
laura gibson,la grande
lana del rey,born to die
porcelain raft,strange weekend
shlohmo,vacation ep
the 2 bears,be strong
future,astronaut status
schoolboy q,habits & contradictions
the caretaker,patience (after sebald)
rising,to solemn ash
leila,u&i
evan voytas,feel me ep
heems,nehru jackets
hospitality,hospitality
howler,america give up
"pyramids, horseback",a throne without a king
mighty sparrow,"sparrowmania: wit, wisdom and soul from the king of calypso 1962-1974"
gonjasufi,mu.zz.le
jacques greene,concealer ep
the cramps,file under sacred music: early singles 1978-1981
the howling hex,wilson semiconductors
various artists,pop ambient 2012
craig finn,clear heart full eyes
dropxlife,furthur
lamb of god,resolution
first aid kit,the lion's roar
richard youngs,amaranthine
cloud nothings,attack on memory
dizzee rascal,dirteetv.com
nada surf,the stars are indifferent to astronomy
gangrene,vodka & ayahuasca
hubble,hubble drums
chairlift,something
machinedrum,sxlnd ep
alog,unemployed
young l,praktica
plug,back on time
matthew dear,headcage ep
snow patrol,fallen empires
the kinks,kinks in mono
wold,freermasonry
pictureplane,dimensional rip 7: thee physical remixes
kathleen edwards,voyageur
cate le bon,cyrk
lupe fiasco,friend of the people
loincloth,iron balls of steel
expensive looks,dark matters
"trent reznor, atticus ross",the girl with the dragon tattoo ost
t.i.,fuck da city up
wiley,evolve or be extinct
cardinal,hymns
juicy j,blue dream & lean
the big pink,future this
raekwon,unexpected victory
todd terje,it's the arps
ernest gonzales,natural traits
jakob olausson,morning & sunrise
rick ross,rich forever
drexciya,journey of the deep sea dweller i
bebetune$,inhale c-4 $$$$$
pinch,fabriclive 61
arrange,five years with the sun ep
rivers cuomo,alone iii: the pinkerton years
oval,ovaldna
vado,slime flu 2
mars,live at artists space
various artists,rush hour presents amsterdam all stars
nirvana,live at the paramount
total control,henge beat
floating points,shadows ep
escort,escort
mobb deep,black cocaine ep
common,the dreamer/the believer
demdike stare,elemental parts 1 & 2
bobby charles,bobby charles
household,items
tin man,vienna blue
neutral milk hotel,box set
"cam'ron, dj drama, vado",boss of all bosses 3
alex chilton,"free again: the ""1970"" sessions"
keepaway,black flute
jacaszek,glimmer
symmetry,themes for an imaginary film
the cure,bestival live 2011
squadda b,back $ellin' crack
jet life,jet world order
pterodactyl,spills out
james blake,love what happened here ep
mr. muthafuckin exquire,merry exmas & suck my dick
"gucci mane, v-nasty",baytl
jennifer o'connor,i want what you want
nate young,stay asleep (regression vol. 2)
guided by voices,let's go eat the factory
the internet,purple naked ladies
brodinski,fabriclive 60
the d,both ways open jaws
vladislav delay,vantaa
the weeknd,echoes of silence
jeezy,thug motivation 103: hustlerz ambition
sunn o))), void
dimlite,grimm reality
steve hauschildt,tragedy & geometry
amy winehouse,lioness: hidden treasures
can,tago mago [40th anniversary edition]
darkside,darkside ep
the strange boys,live music
mike g,the award tour ep
this mortal coil,hdcd box set
emika,emika
mac miller,blue slide park
various artists,bambara mystic soul: the raw sound of burkina faso 1974-1979
kate wax,dust collision
throbbing gristle,the second annual report of throbbing gristle
charlotte gainsbourg,stage whisper
keep shelly in athens,campus martius
wives,the roy tapes
eddy current suppression ring,so many things
the roots,undun
"fennesz, sakamoto",flumina
laura veirs,tumble bee
fred falke,part iv
desertshore,drawing of threes
jnsi,we bought a zoo ost
yamantaka // sonic titan,yamantaka // sonic titan
kid sister,kiss & tell ep
co la,daydream repeater
quilt,quilt
the black keys,el camino
childish gambino,camp
"statik selektah, action bronson",well-done
crystal stilts,radiant door ep
ymusic,"ymusic, beautiful mechanical "
yelawolf,radioactive
the fall,ersatz g.b.
radio slave,works: selected remixes 2006-2010
the bats,free all the monsters
luke roberts,big bells and dime songs
zomby,nothing ep
twilight singers,live in new york
patrick wolf,brumalia ep
maria minerva,sacred & profane love ep
dwarr,starting over
gorillaz,the singles collection 2001-2011
lil b,basedgod velli
salem,i'm still in the night ep
the louvin brothers,satan is real
m.e.d.,classic
the smashing pumpkins,gish [deluxe edition]
kingdom,dreama ep
tycho,dive
doomtree,no kings
canyons,keep your dreams
rihanna,talk that talk
ty segall,singles: 2007-2010
various artists,"boddie recording company: cleveland, ohio"
north highlands,wild one
summer camp,welcome to condale
sepalcure,sepalcure
thee oh sees,carrion crawler/the dream
boris,new album
u.s. girls,u.s. girls on kraak
calexico,selections from road atlas 1998-2011
kate bush,50 words for snow
g-side,island
the antlers,(together) ep
"blues control, laraaji",frkwys vol. 8
deptford goth,youth ii ep
the smiths,the smiths complete
"kieran hebden, mats gustafsson, steve reid",live at the south bank
carter tanton,freeclouds
pinch & shackleton,pinch & shackleton
zambri,glossolalia ep
various artists,music from the unrealized film script: dusk at cubist castle
future,streetz calling
blut aus nord,777: the desanctification
zed bias,biasonic hotsauce: birth of the nanocloud
onra,"chinoiseries, pt. 2"
sigur rs,inni
los campesinos!,hello sadness
korallreven,an album by korallreven
esben and the witch,hexagons ep
ursula bogner,sonne = blackbox
r.e.m.,"part lies, part heart, part truth, part garbage: 1982-2011"
freddie gibbs,cold day in hell
gonjasufi,the 9th inning ep
bnjmn,black square
cynic,carbon-based anatomy ep
drake,take care
various artists,bangs & works vol. 2
blackout beach,fuck death
rangers,pan am stories
leviathan,"true traitor, true whore"
oneohtrix point never,replica
king krule,king krule ep
faltydl,atlantis
russian circles,empros
teebs,collections 01
a$ap rocky,livelovea$ap
royal trux,"singles, live, unreleased"
future of the left,polymers are forever ep
wet illustrated,1x1x1
spectrals,bad penny
u2,achtung baby [super deluxe edition]
cass mccombs,humor risk
coasting,you're never going back
200 years,200 years
fatima al qadiri,genre-specific xperience
david lynch,crazy clown time
pusha t,fear of god ii: let us pray
"brian eno, rick holland",panic of looking
nacho picasso,for the glory
misfits,the devil's rain
atlas sound,parallax
kurt vile,so outta reach ep
the juan maclean,everybody get close
various artists,iotdxi
patten,glaqjo xaacsso
